id	recommend_item	summarized_conversation	recommend_movie_list	movie_candidate_list	recall
20191203-143119_740_live.pkl	Silence of the Lambs (1991)|Legends of the Fall (1994)	The seeker enjoys suspense and drama movies, having recently watched and enjoyed 'Scary Stories To Tell In The Dark'. They are open to watching similar storylines and have an interest in re-watching classic movies. While they do not specify favorite actors, they discuss movies featuring Brad Pitt and Anthony Hopkins. Their preferences do not include specific content restrictions or interests beyond the genre.	Interview with the Vampire: The Vampire Chronicles|Meet Joe Black|Legends of the Fall|Sleepy Hollow|Seven Psychopaths	Interview with the Vampire: The Vampire Chronicles|Meet Joe Black|Seven Psychopaths|Fight Club|Ad Astra|Barton Fink|Scary Stories to Tell in the Dark|Last Days|Slipstream|Criminal Activities|Hide and Seek|American Psycho|Secret Window|Mr. Hush|Legends of the Fall|Crimson Peak|Black Butterfly|Hitchcock|Usual Suspects, The|Whispers in the Dark|Babysitter Wanted|The Calling|Campfire Tales|American Beauty|Desperate Hours|Cold Creek Manor|Passengers|Dark Corners|Sinister|Dark Places|Black Rainbow|Nocturnal Animals|Holidays|It Comes at Night|The Nice Guys|The Nice Guys|Stir of Echoes|Funny Games U.S.|Search and Destroy|Panic Room|The Dark Tapes|Don't Be Afraid of the Dark|Sleepy Hollow|Mother!|Headspace|8MM|Dark|Psycho III|Basic Instinct|House of 9|Grim Prairie Tales|Copycat|Nocturnal Animals|V/H/S/2|Phantom Thread|Bad Company|Dark Waters|Never Talk to Strangers|A Blade in the Dark|Memento|Eyes Wide Shut|Solace|Certain Women|Dead Again|Psycho|Screams of a Winter Night|Odd Thomas|Bad Influence|Tales of Halloween|Obsession|Body Double|Brick|Psycho|Single White Female|Ghost|Hurt|Brokeback Mountain|Hideaway|Disconnect|All Good Things|Insomnia|Badlands|Take Shelter|Blackwood|Angel Heart|Black Christmas|Sleuth|A Good Marriage|Scream|Sinbad: Legend of the Seven Seas|Stalker|Arthur Newman|Hider in the House|Alone in the Dark|Nomads|Death and Cremation|Night Has a Thousand Eyes|Nine Dead|Hollow Man|21 Grams	0.5
20191202-125044_152_live.pkl	Zodiac (2007)	The seeker is looking for a mystery or thriller movie, particularly one that involves solving murders or features serial killers. They enjoy detective stories and are interested in movies with actors like Robert Downey Jr. and Jake Gyllenhaal. They recently watched a documentary about a serial killer and are interested in a movie about the Zodiac killer.	Zodiac|The Alphabet Killer|Copycat|Red Dragon|Kiss Kiss Bang Bang	Zodiac|The Alphabet Killer|Usual Suspects, The|Zodiac|To Catch a Killer|Copycat|Sherlock Holmes|Suspect Zero|Dear Mr. Gacy|Gemini|Nightcrawler|The Hunt for the BTK Killer|Replicant|Shutter Island|Righteous Kill|I'm a Killer|Identity|Fate|How to Be a Serial Killer|Ted Bundy|The Nice Guys|Criminal|Secret in Their Eyes|The Calling|Killers|Joker|Black Mass|Sinister|Serial Mom|Murder by Numbers|Citizen X|Seeking Justice|All Good Things|Untraceable|Spotlight|L.A. Confidential|The Irishman|Gone Girl|Following|Kiss Kiss Bang Bang|I Am Not a Serial Killer|Saw|Jigsaw|Jack Reacher|The Judge|Showtime|Killers|Mr. Brooks|The Nice Guys|True Confessions|Secret Window|Perfect Stranger|Stone|The Deliberate Stranger|Edmond|The Whole Truth|Nocturnal Animals|A Kind of Murder|Sherlock Holmes|Mindhunters|Suspect|Under the Silver Lake|Horsemen|Sherlock Holmes: A Game of Shadows|Velvet Buzzsaw|Dark|Mortdecai|Come And Find Me|Dream House|Scorpio|Nocturnal Animals|The Summoning|Wild Horses|Searching|The Nice Guys|Assassins|Dahmer|Collateral|The Accountant|Killerman|John Doe: Vigilante|Criminal Activities|Meeting Evil|8MM|Killer Joe|Conspiracy Theory|Parker|Dot.Kill|Body Double|Solace|Red Dragon|Taking Lives|Ed Gein|Zero Effect|In Dreams|Legacy|Lonely Hearts|Assassination Tango|Ripley's Game|Crooked House	1.0
20191130-111448_72_live.pkl	Avengers: Endgame (2019)	The seeker is looking for medieval adventure movies and is open to comedies if they have a good plot and actors. They do not enjoy scary movies or animated films. They seem interested in movies related to the Avengers series, particularly those that follow significant events like Avengers: Infinity War.	King Arthur|King Arthur: Legend of the Sword|Avengers: Endgame|Thor|Excalibur	The Avengers|Avengers: Age of Ultron|Avengers: Infinity War|King Arthur|King Arthur: Legend of the Sword|Avengers: Endgame|Thor: Ragnarok|Thor|Ivanhoe|The Crown and the Dragon|Snow White and the Huntsman|Quest for Camelot|King Arthur: Excalibur Rising|A Viking Saga: The Darkest Day|Robin Hood|The Hunters|Vikingdom|Indiana Jones and the Last Crusade|Ironclad 2: Battle for Blood|Guardians of the Galaxy|Sword of the Valiant|Pathfinder|Guardians of the Galaxy|The Huntsman: Winter's War|Valhalla Rising|Robin Hood|Jack the Giant Slayer|Centurion|Doctor Strange|Monty Python and the Holy Grail|Ragnarok|The Huntsman: Winter's War|The Hobbit: The Battle of the Five Armies|Outlander|Dragonquest|Braveheart|The Northlander|Highlander|The Hobbit: The Desolation of Smaug|Assassin's Creed|Tolkien|The Mummy|Your Highness|Brave|Captain America: The Winter Soldier|Viking|The Kid Who Would Be King|Almighty Thor|Wanted|Hammer of the Gods|Sinbad: The Fifth Voyage|Iron Man 2|Ironclad|Captain America: Civil War|Beowulf|Ant-Man|Bright|The King's Man|Ladyhawke|Dunkirk|Macbeth|Mythica: The Godslayer|John Wick|Alatriste|Hercules|Attila|Ant-Man and the Wasp|Knight and Day|Deathstalker II|Dragon Crusaders|Transformers: The Last Knight|The Dark Tower|Robin Hood|Excalibur|Dragonslayer|The Lone Ranger|Knights of Badassdom|The Hunter's Prayer|Deathstalker|Ad Astra|Last Knights|Seventh Son|300: Rise of an Empire|Deadpool|Inkheart|Joan of Arc|Camelot|Interstellar|Predator: Dark Ages|Stardust|Kong: Skull Island|Doctor Strange|Eragon|Perceval|Faintheart|Suicide Squad|The Revenant|Captain America: The First Avenger|Rogue Warrior: Robot Fighter|Rise of the Guardians	1.0
20191204-104931_389_live.pkl	Addicted (2014)	The seeker enjoys thriller movies, especially those with suspenseful elements. They have watched 'Ford v Ferrari' and 'The Purge', but found 'Split' to be boring. They are open to recommendations for new thriller movies.	Memento|Panic Room|Don't Breathe|Knives Out|Us	The Purge: Anarchy|Split|Getaway|The Purge|Ford v Ferrari|Need for Speed|Nocturnal Animals|Fear X|The Purge: Election Year|The First Purge|Crave|Nocturnal Animals|Drive|The Car|Panic Room|Following|Faster|Saw|Transit|It Follows|Furious 7|Cut!|Gone|Mother!|Drive Angry|Wanted|VANish|Impulse|Firewall|Paranoia|Curve|Divergent|Security|Blade Runner 2049|P2|Jigsaw|Joy Ride 3|Taken 3|Nerve|Jack Reacher|Ryde|John Wick|Memento|Shuttle|Don't Breathe|Dreamkiller|Glass|Detour|Urge|Sinister|Fender Bender|Blackout|The Hollow|Nightcrawler|Wheelman|Unlocked|Capture Kill Release|Driven|Lions For Lambs|The Guest|Inside Man|Searching|Hotel Artemis|Disconnect|Black Cadillac|Overdrive|The Ritual|Follow|Cop Car|The Prince|The Good Neighbor|Identity|Collateral|The Remaining|Endure|Brake|Anon|House of 9|Trapped|Hurt|Truth or Dare|Inception|Look|Running Scared|Reclaim|Us|Fossil|Kill Theory|The Intruder|Knives Out|Stuber|Octane|Bleed|Twixt|The Nice Guys|13|Penny Dreadful|Turbulence|Chasing the Devil|Drifter	0.0
20191127-203150_356_live.pkl	Jojo Rabbit (2019)	The seeker is interested in watching a satire movie in theaters, particularly one that features actors like Scarlett Johansson and Rebel Wilson. They appreciate unique storytelling and are open to creative adaptations, such as the remake of Beatles songs in German for the movie's soundtrack. They also recognize and enjoy the work of other actors, including Theon Greyjoy.	Jojo Rabbit|Isn't It Romantic|The Brothers Grimsby|Hail, Caesar!|The Grand Budapest Hotel	The Brothers Grimsby|War on Everyone|Isn't It Romantic|Jojo Rabbit|How to Be Single|Ingrid Goes West|Austin Found|Frank|Movie 43|Hunt for the Wilderpeople|Sausage Party|Hector and the Search for Happiness|Only Lovers Left Alive|Swiss Army Man|The Interview|Don Jon|Mortdecai|Atomic Blonde|Yesterday|Pitch Perfect 3|The Hunger Games: Mockingjay - Part 2|Rocketman|Long Shot|Deadpool|Lost in London|Trolls World Tour|Trolls|The Huntsman: Winter's War|The King's Man|Keeping Up with the Joneses|The Huntsman: Winter's War|The Angry Birds Movie|Hail, Caesar!|Polar|Happy Burnout|Tomorrowland|The Grand Budapest Hotel|Snow White and the Huntsman|Wiener-Dog|Some Girl(s)|Song to Song|Entertainment|Lady Bird|Suicide Squad|Star Wars: The Rise of Skywalker|A Walk in the Woods|Wilson|Fifty Shades of Grey|Cats|The White King|Seven Psychopaths|The Nice Guys|Ready Player One|Johnny English|La La Land|Star Wars: The Last Jedi|The Starving Games|Where'd You Go, Bernadette|A Very Murray Christmas|Battle of the Sexes|The Fits|A Long Way Down|Minions|The Comedy|Ordinary World|Beatriz at Dinner|The Hunger Games: Catching Fire|Lost in Translation|Zoolander 2|The Spectacular Now|Inside Llewyn Davis|Special Correspondents|The Hunger Games: Mockingjay - Part 1|Down with Love|Widows|The BFG|The Resurrection of Gavin Stone|Wanderlust|Youth|David Brent: Life on the Road|Bohemian Rhapsody|Funny Games U.S.|The Other Woman|The Beach Bum|Velvet Buzzsaw|Popstar: Never Stop Never Stopping|Rough Night|Unter Strom|Welcome to Marwen|Oldboys|The King|Spy|The Boss|Phantom Thread|All Nighter|Begin Again|Rogue One: A Star Wars Story|The Girl in the Spider's Web|Get a Job|Whiskey Tango Foxtrot	1.0
20191126-112230_370_live.pkl	Joker (2019)	The seeker enjoys psychological thrillers, as evident from their fondness for 'The Silence of the Lambs' and 'Taxi Driver'. They are open to watching new movies in this genre and have accepted a recommendation for a movie that they think might be similar to 'Taxi Driver'.	Copycat|American Psycho|Memento|Seven Psychopaths|Hannibal	Taxi Driver|Copycat|Collateral|American Psycho|Taxi|Taxi 4|Blind Date|Big Driver|Drive|Silent Fall|Never Talk to Strangers|Suspect|Usual Suspects, The|Light Sleeper|The Alphabet Killer|Hitch Hike to Hell|Night on Earth|Body Double|Taxi 2|The Hitcher II: I've Been Waiting|Serial Mom|Drive Angry|Follow Me Quietly|Return to Sender|The Car|The Road Killers|The Calling|Mr. Brooks|Basic Instinct|Taxi|Lost Highway|Chained|Raising Cain|Memento|Psycho II|The Commuter|Identity|Search and Destroy|Nocturnal Animals|Panic|Whispers in the Dark|88 Minutes|I Am Not a Serial Killer|Psycho III|American Psycho II: All American Girl|Following|Stuber|Insomnia|Mindhunters|Hannibal|Bad Lieutenant|The Nice Guys|To Catch a Killer|Bad Influence|Stir of Echoes|True Confessions|Psycho|Solace|Mr. Hush|Seven Psychopaths|Cop|Phone Booth|Nocturnal Animals|Drive|Phobia|Dear Mr. Gacy|Flatliners|Impulse|Take Me Home|Hideaway|Impulse|Obsession|Ryde|Shuttle|Zodiac|Still of the Night|Cutter's Way|Replicant|Death Car on the Freeway|Fear|The Machinist|A Stranger Is Watching|Cleaner|Baby Driver|Delusion|Shutter Island|Take Me|Dolores Claiborne|Joker|3 A.M.|Strange Days|Black Cadillac|Barton Fink|Headspace|Motherless Brooklyn|Dead Man Walking|Scream|Grosse Pointe Blank|Asylum|Dark Ride	0.0
20191203-130241_511_live.pkl	Being John Malkovich (1999)	The seeker is looking for a comedy movie, preferably with witty and goofy humor, similar to 'Monty Python and the Holy Grail.' They are open to surprises and have no specific preference for the movie's country of origin. They also show interest in surreal comedy elements, as seen in their positive response to a movie recommendation featuring John Cusack.	Monty Python's Life of Brian|The Big Lebowski|Being John Malkovich|Shaun of the Dead|The Grand Budapest Hotel	Monty Python and the Holy Grail|Monty Python and the Holy Grail|Big Lebowski, The|Dinner for Schmucks|Johnny English|Hot Pursuit|Tapeheads|Being John Malkovich|Floundering|Mortdecai|Igor|Caddyshack|Say Anything...|Someone Marry Barry|Looking for Palladin|Death at a Funeral|Barton Fink|Death at a Funeral|Seven Psychopaths|Waiting for Guffman|Better Off Dead...|Anomalisa|Hector and the Search for Happiness|For Your Consideration|Four Weddings and a Funeral|Tenacious D in The Pick of Destiny|King Ralph|The Pope Must Die|Spaceballs|Movie 43|The Grand Budapest Hotel|Arizona Dream|Stranger Than Paradise|Hot Fuzz|John Wick|Monty Python's Life of Brian|Moonwalkers|Grosse Pointe Blank|The Wilde Wedding|Get to Know Your Rabbit|Shaun of the Dead|Hoffman|Time Bandits|Get Smart|Pure Luck|One Crazy Summer|Hot Tub Time Machine|Canadian Bacon|A Very Murray Christmas|Mike Birbiglia: Thank God for Jokes|Dean Spanley|Don Verdean|Romantic Comedy|Arthur|Get Him to the Greek|Get Santa|Alan Partridge|Harold and Maude|Johnny English Reborn|Barcelona|Quicksand|Carry on Cruising|Spy|As Good as It Gets|Zelig|If It's Tuesday, This Must Be Belgium|Pecker|The Comedy|Entertainment|Bastille Day|Good Will Hunting|The Wedding Ringer|Travels with My Aunt|Clean Slate|Spies Like Us|Cyrus|Funny People|Wedding Crashers|Lovesick|Drop Dead Fred|The Big Year|Killing Gunther|Pipe Dream|The Conquerors|MacGruber|Bastille Day|The Hippopotamus|Wholly Moses|Camp Nowhere|Ivanhoe|Gambit|Hail, Caesar!|Dirty Grandpa|Bedazzled|Spud 2: The Madness Continues|Bedazzled|Sword of the Valiant|Ace Ventura: When Nature Calls|Goats|Funny About Love	1.0
20191130-010706_695_live.pkl	How to Train Your Dragon: The Hidden World (2019)	The seeker is looking for a comedy or action movie with a mix of both genres, similar to 'Tag'. They seem to enjoy actors like Jay Baruchel and F. Murray Abraham. The movie should be light-hearted with less romantic content, suitable for a group viewing. They prefer standalone movies or the first in a series, indicating a desire for a self-contained story.	Game Night|21 Jump Street|Spy|Zombieland: Double Tap|30 Minutes or Less	Tag|Someone Marry Barry|Spy|Search and Destroy|Zombieland: Double Tap|Game Night|Killing Gunther|MacGruber|Identity Thief|22 Jump Street|The Nice Guys|Reach Me|Wanted|21 Jump Street|A Very Murray Christmas|Dinner for Schmucks|Bad Boys for Life|Suicide Squad|Arthur|Camouflage|Spies Like Us|Casual Encounters|Chasers|This Means War|Bad Company|Good Boys|Look|See Spot Run|Army of One|Funny People|God Bless America|Tracers|Don Verdean|Wanted: Dead or Alive|Aloha|Get Hard|The Nice Guys|The Nice Guys|No Strings Attached|Get Him to the Greek|Gun Shy|Barely Lethal|The Throwaways|30 Minutes or Less|Rock the Kasbah|Get Smart|Better Off Single|Superbad|American Ultra|Johnny English|The Do-Over|Made|Hot Pursuit|Hesher|Safety Not Guaranteed|Grown Ups|Legacy|Masterminds|Win It All|Austin Found|Free Fire|Mr. Right|John Wick|Due Date|Hunter Gatherer|Logan Lucky|Take Me|The Nice Guys|How to Be Single|Security|Happythankyoumoreplease|Father Figures|Keeping Up with the Joneses|Jason Bourne|The D Train|Shooter|Hunter Killer|Get Santa|Bushwhacked|Undrafted|Jumanji: The Next Level|Punch-Drunk Love|Snatched|She's Out of My League|Loitering with Intent|Zombieland|Now You See Me 2|Gotcha!|Extraction|I Spy|Tower Heist|Usual Suspects, The|Stripes|Happy Hunting|Push|Cop Out|Flypaper|Term Life|Renaissance Man	0.0
20191130-103759_12_live.pkl	Ford v Ferrari (2019)|The Irishman (2019)	The seeker enjoys action and horror movies, with a particular fondness for films featuring Keanu Reeves, such as the 'John Wick' series. They have recently watched 'Halloween' and are looking forward to seeing another movie. While specific preferences for content, countries of origin, or other genres are not explicitly stated, their interest in action and horror suggests a taste for suspenseful and potentially intense films.	John Wick|John Wick: Chapter 2|Constantine|Knock Knock|47 Ronin	John Wick|John Wick: Chapter 2|Keanu|Halloween|Constantine|Knock Knock|Reclaim|Hard Target 2|Re-Kill|Wanted|Mechanic: Resurrection|Deadpool|Heatseeker|The Bad Batch|Friend Request|Boone: The Bounty Hunter|47 Ronin|Rise: Blood Hunter|Scream|Searching|Jack Reacher|Armed Response|Search and Destroy|Hotel Artemis|Hunter Killer|Reeker|Blade|G.I. Joe: Retaliation|Star Wars: The Last Jedi|Happy Hunting|The Devil's Advocate|The Predator|Mechanic: Resurrection|Kin|Deadpool 2|Redemption|Blade II|The Hunter's Prayer|Vampire Journals|The Lazarus Papers|Come And Find Me|Jigsaw|Scream 3|Saw|Resident Evil: Vendetta|Blade Runner 2049|Hunter Gatherer|Death Note|Johnny Mnemonic|Halloween II|The Nice Guys|The Accountant|Awaken|The Whole Truth|Ink|Killers|Gallowwalkers|Hatchet II|Kick|Residue|Self/less|Jason Bourne|Land of Smiles|Extraction|Halloween II|The Revenant|Kill or Be Killed|Hayride 2|Jackals|Saw|Holidays|Messengers 2: The Scarecrow|Wanted: Dead or Alive|Getaway|6 Underground|Vampires|Hellraiser: Hellseeker|Reach Me|The Recall|Bright|Die Hard: With a Vengeance|Speed|Red Eye|Dead End Road|Wish Upon|Predator|L.A. Slasher|John Doe: Vigilante|Gone|Against the Dark|The Hateful Eight|Meeting Evil|The Hunt|A Good Day to Die Hard|Bloodletting|Kill List|Taken 3|Hard Target|The Hitcher II: I've Been Waiting|Pig Hunt	0.0
20191203-185932_360_live.pkl	The Irishman (2019)|Hobbs & Shaw (2019)|Fast & Furious 6 (2013)|Interstellar (2014)	The seeker enjoys a wide range of movie genres, including Action, Sci-Fi, Abstract, and kids movies. They are interested in watching movies with unique themes and are open to recommendations. The seeker prefers to have multiple options to choose from and is excited to explore new movies, including abstract and out-of-the-box films.	Enter the Void|Inception|Interstellar|Blade Runner 2049|Looper	Search and Destroy|I Heart Monster Movies|Searching|Ready Player One|Ready Player One|Heatseeker|Deadpool|Mother!|Rogue Warrior: Robot Fighter|Suicide Squad|Turbo Kid|Us|A Dog's Purpose|Self/less|Star Wars: The Last Jedi|Divergent|Deadpool 2|The Nostalgist|Ad Astra|Dave Made a Maze|The Fourth Dimension|Blade Runner 2049|Interstellar|Hunter Killer|Bright|After Earth|Wanted|The Nice Guys|Cinemania|Star Wars: The Rise of Skywalker|Kin|Jumanji: The Next Level|Kick|Inception|Enter the Void|Target|Hotel Artemis|Sparks|The Predator|Good Will Hunting|John Wick|Ink|Stalker|The Mummy|Movie 43|ABCs of Death 2|Scavengers|The 5th Wave|Room 237|A Dog's Journey|Tomorrowland|Screamers: The Hunting|Aladdin|Fan|Shooter|Jupiter Ascending|Raiders of the Sun|Anomalisa|Special Forces|Earth to Echo|Glass|Dune|Listening|Bird Box|PK|Alien Hunter|Looper|Joker|Close Encounters of the Third Kind|Species|Reach Me|The Rover|Oldboy|Godzilla: King of the Monsters|Star Kid|The Spiderwebhouse|The ABCs of Death|John Wick: Chapter 2|Gamer|Eraserhead|Furious 7|The Survivalist|Anon|The Endless|eXistenZ|Breaking Through|THX 1138|Wish Upon|Moontrap Target Earth|Alpha|The Bad Batch|Entertainment|Passengers|Look|Keanu|The Nice Guys|Alita: Battle Angel|Fateful Findings|Insurgent|Noah	0.25
20191128-091819_347_live.pkl	Johnny English (2003)	The seeker enjoys comedies, especially dumb comedies, and documentaries. They are a fan of Rowan Atkinson and like movies such as 'This Is The End' and the 'Austin Powers' series. They prefer watching movies on Netflix and enjoy ridiculous, funny content.	Johnny English|Johnny English Reborn|Johnny English Strikes Again|Bean|Mr. Bean's Holiday	Johnny English|Austin Found|Shaun of the Dead|Movie 43|The World's End|Death at a Funeral|Seeking a Friend for the End of the World|Death at a Funeral|The Nice Guys|The Nice Guys|Up There|Killing Gunther|The Nice Guys|Red Nose Day Actually|Bean|Dinner for Schmucks|This Is the End|Finding Joy|Geography Club|The Nice Guys|Kill Your Friends|Get Him to the Greek|How to Stop Being a Loser|Funny People|In Search of a Midnight Kiss|Somebody Up There Likes Me|Absolutely Anything|Mindhorn|Ingrid Goes West|American Idiots|Austin Powers in Goldmember|Austin Powers: International Man of Mystery|Casual Encounters|Entertainment|Grown Ups|Operator|The Brothers Grimsby|Someone Marry Barry|Everybody Wants Some!!|The Comedy|Brother Nature|Mr. Bean's Holiday|Grown Ups 2|Friended to Death|Adult Life Skills|Dirty Grandpa|Dumb and Dumber To|Johnny English Reborn|Drop Dead Fred|Everybody Wants Some!!|Pitching Tents|Fifty Shades of Black|Suburban Gothic|Johnny English Strikes Again|Alan Partridge|Mystery Men|Look|Yes Man|Zoolander 2|Zero Charisma|Nobody|Hector and the Search for Happiness|The D Train|How to Be a Serial Killer|Arthur|Internet Famous|Hot Fuzz|The Big Year|Austin Powers: The Spy Who Shagged Me|Army of One|Sausage Party|Seven Psychopaths|Lazy Eye|Sexy Beast|Central Intelligence|Reach Me|Reality Bites|Popstar: Never Stop Never Stopping|The Hippopotamus|The Wilde Wedding|Ass Backwards|The Big Sick|Due Date|Get Hard|David Brent: Life on the Road|At Middleton|The Hungover Games|Smiley|Happy Hunting|7 Chinese Brothers|Mr. Right|Naked|Destination Wedding|The Wedding Ringer|Spaceballs|Paper Man|As Good as It Gets|Get Santa|Trainwreck|Killing Hasselhoff	1.0
20191204-060712_18_live.pkl	Noelle (2019)	The seeker enjoys Christmas movies, especially those that are fun, light-hearted, and potentially classic. They prefer wholesome, family-friendly content and are interested in stories about Santa's family. The seeker also enjoys comedies featuring actors like Seth Rogen and is open to previewing movies through trailers before deciding to watch them.	The Night Before|Fred Claus|Elf|Arthur Christmas|Get Santa	Get Santa|Chasing Christmas|All I Want for Christmas|Love the Coopers|A Perfect Christmas List|Santa Who?|Santa Claus: The Movie|Fred Claus|Four Christmases|Happy Christmas|Saving Christmas|A Very Murray Christmas|Holidays|My Christmas Love|The Night Before|12 Gifts of Christmas|Bad Santa 2|Secret Santa|The Search for Santa Paws|Last Christmas|Snow|A Merry Friggin' Christmas|A Prince for Christmas|A Christmas Story 2|The Grinch|The Star|Scrooged|Surviving Christmas|The Christmas Dragon|Elf|12 Wishes of Christmas|Home for the Holidays|Pete's Christmas|Bad Santa|A Christmas Wish|Make the Yuletide Gay|Christmas with the Kranks|Ernest Saves Christmas|Office Christmas Party|Jingle All the Way|Mrs. Santa Claus|I'm Not Ready for Christmas|White Reindeer|A Bad Moms Christmas|Just in Time for Christmas|12 Dogs of Christmas: Great Puppy Rescue|One Magic Christmas|Alone for Christmas|Finding Joy|Silent Night|Miracle on 34th Street|Reach Me|Vacation|Christmas Cupid|Christmas Angel|Miracle on 34th Street|A Christmas Romance|A Christmas Horror Story|Ted|Cheaper by the Dozen 2|Daddy's Home 2|St. Nick|Krampus|Santa Claus|Santa's Little Helper|Christmas Land|Santa with Muscles|Almost Christmas|All Is Bright|Christmas Eve|Black Christmas|All Is Bright|Austin Found|Deck the Halls|Brother Nature|A Royal Christmas|Una famiglia perfetta|Santa Buddies|Prancer|The Man Who Invented Christmas|Mistletoe Over Manhattan|A Nanny for Christmas|In Search of a Midnight Kiss|The Christmas Party|Merry Kissmas|Santa's Slay|Journey Back to Christmas|Unaccompanied Minors|Home Alone|Pee-wee's Big Holiday|Search and Destroy|Santa Paws 2: The Santa Pups|Arthur Christmas|Naughty or Nice|Coming Home for Christmas|Santa Claus Conquers the Martians|The Fitzgerald Family Christmas|The Nativity|Christmas Icetastrophe|The Meddler	0.0
20191204-130507_205_live.pkl	Cold Pursuit (2019)	The seeker enjoys action, adventure, and vampire movies, particularly those that are thrillers. They like movies featuring Samuel L. Jackson, Johnny Depp, Tom Cruise, Will Smith, and Brad Pitt. The seeker is not a fan of comedy or high school movies and watches films both in theaters and online.	Blade|Wanted|Interview with the Vampire: The Vampire Chronicles|Pirates of the Caribbean: The Curse of the Black Pearl|Mission: Impossible	Wanted|Seeking Justice|Rise: Blood Hunter|Jack Reacher|Vampire|Search and Destroy|Blade|Dracula 2000|Vampires|Interview with the Vampire: The Vampire Chronicles|Crave|The Mummy|Blade: Trinity|Inception|Blade II|Fear and Loathing in Las Vegas|Mission: Impossible|The Lone Ranger|Shaft|Cleaner|The Hunters|The Revenant|Indiana Jones and the Last Crusade|Mission: Impossible II|Bright|Shooter|Pirates of the Caribbean: The Curse of the Black Pearl|John Wick|Replicant|Gamer|Kong: Skull Island|Oldboy|The Hunter's Prayer|The Hateful Eight|Lara Croft: Tomb Raider|Parker|The Dark Tower|Arena|The Predator|Shaft|Blood Money|Drive Angry|Usual Suspects, The|Blood Diamond|Mechanic: Resurrection|Dead Man|From Dusk Till Dawn|Journey 2: The Mysterious Island|Twilight|Takers|Ad Astra|Extraction|Abraham Lincoln: Vampire Hunter|Ready Player One|Salvation Boulevard|Vampire Journals|Ghost Dog: The Way of the Samurai|xXx|Meet Joe Black|The Dark Knight Rises|Wanted: Dead or Alive|Hunter Gatherer|Heatseeker|Knight and Day|I Am Number Four|The Thirst|Death Note|Dracula Untold|Hunter Killer|Pirates of the Caribbean: Dead Men Tell No Tales|The Collectors|Treasure Hunters|Black Snake Moan|A Walk Among the Tombstones|Tron: Legacy|The Scorpion King|Blade Runner|The Nice Guys|Collateral|Furious 7|Gone|Getaway|Scream 3|John Carter|Jack Reacher: Never Go Back|Firewalker|Ready Player One|Suicide Squad|Blade Runner 2049|Tales from the Crypt Presents: Demon Knight|John Wick: Chapter 2|Reach Me|Death Sentence|Faster|Killer Elite|Jason Bourne|8MM|Ghost Rider: Spirit of Vengeance|The Prince|Monster Squad, The	0.0
20191203-064350_147_live.pkl	John Wick Chapter 2 (2017)	The seeker enjoys action movies with great acting, specifically mentioning their liking for 'Avengers: End Game' and the 'John Wick' series starring Keanu Reeves. They are interested in catching up with the 'John Wick' series and appreciate strong performances.	John Wick: Chapter 2|John Wick|Avengers: Endgame|Deadpool|Mechanic: Resurrection	John Wick|John Wick: Chapter 2|Jack Reacher|Wanted|G.I. Joe: Retaliation|Deadpool|Avengers: Endgame|Hard Target 2|Star Wars: The Last Jedi|Mechanic: Resurrection|Mr. Right|Redemption|Keanu|Jason Bourne|The Hunter's Prayer|Knives Out|The Accountant|Mechanic: Resurrection|Elektra|6 Underground|Hunter Killer|The King's Man|Boone: The Bounty Hunter|The Nice Guys|S.W.A.T.: Under|Deadpool 2|Reclaim|47 Ronin|Armed Response|Jupiter Ascending|Looper|Blade Runner 2049|Terminator Genisys|Guardians of the Galaxy|Arsenal|The Equalizer 2|The Nice Guys|Shooter|The Wall|Hotel Artemis|Avengers: Infinity War|The Avengers|Kin|Rogue Warrior: Robot Fighter|Avengers: Age of Ultron|Johnny English Strikes Again|Replicant|Barely Lethal|Fast & Furious 6|Furious 7|A Good Day to Die Hard|The Revenant|The Hitman's Bodyguard|AWOL-72|Assassins|Gemini Man|The Nice Guys|Bright|Transformers: The Last Knight|Jack Reacher: Never Go Back|Getaway|The Package|Star Wars: The Rise of Skywalker|Searching|Kickboxer: Vengeance|John Doe: Vigilante|Criminal|Knight and Day|Top Gun: Maverick|The Hunger Games: Mockingjay - Part 2|Assassin's Creed|The Bad Batch|Wolf Warrior 2|Catch .44|Last Knights|The Nice Guys|Blunt Force Trauma|Suicide Squad|Spectre|Kick|Eliminators|The Equalizer|Taken 3|American Assassin|12 Rounds|Wolf Warrior|Inception|End Game|Death Note|The Dark Knight Rises|I Am Wrath|Faster|Extraction|Kingsman: The Golden Circle|Edge of Tomorrow|xXx: Return of Xander Cage|Once Upon a Time in Venice|The Throwaways|Johnny Mnemonic|The Hateful Eight	1.0
